1714780204,0.5,/home/team13/Data-Gather/image_1714780204.jpg
1714780211,0.3999999999999999,/home/team13/Data-Gather/image_1714780211.jpg
1714780609,91.8,/home/team13/Data-Gather/image_1714780609.jpg
1714780618,67.3,/home/team13/Data-Gather/image_1714780618.jpg
1714780627,88.9,/home/team13/Data-Gather/image_1714780627.jpg
1714780635,91.0,/home/team13/Data-Gather/image_1714780635.jpg
1714780644,83.3,/home/team13/Data-Gather/image_1714780644.jpg
1714780709,78.2,/home/team13/Data-Gather/image_1714780709.jpg
1714780715,78.5,/home/team13/Data-Gather/image_1714780715.jpg
1714780721,80.1,/home/team13/Data-Gather/image_1714780721.jpg
1714781486,123.7,/home/team13/Data-Gather/image_1714781486.jpg
1714781493,125.6,/home/team13/Data-Gather/image_1714781493.jpg
1714781499,124.6,/home/team13/Data-Gather/image_1714781499.jpg
1714781505,123.9,/home/team13/Data-Gather/image_1714781505.jpg
1714781511,124.7,/home/team13/Data-Gather/image_1714781511.jpg
1714781517,123.7,/home/team13/Data-Gather/image_1714781517.jpg
1714781662,115.6,/home/team13/Data-Gather/image_1714781662.jpg
1714781668,113.7,/home/team13/Data-Gather/image_1714781668.jpg
1714781674,119.9,/home/team13/Data-Gather/image_1714781674.jpg
1714781680,115.8,/home/team13/Data-Gather/image_1714781680.jpg
1714781686,116.9,/home/team13/Data-Gather/image_1714781686.jpg
1714781692,114.5,/home/team13/Data-Gather/image_1714781692.jpg
1714781698,99.1,/home/team13/Data-Gather/image_1714781698.jpg
1714781704,114.9,/home/team13/Data-Gather/image_1714781704.jpg
1714781710,125.1,/home/team13/Data-Gather/image_1714781710.jpg
1714781716,123.2,/home/team13/Data-Gather/image_1714781716.jpg
1714781722,146.7,/home/team13/Data-Gather/image_1714781722.jpg
1714781728,104.3,/home/team13/Data-Gather/image_1714781728.jpg
1714781734,109.0,/home/team13/Data-Gather/image_1714781734.jpg
1714781740,109.8,/home/team13/Data-Gather/image_1714781740.jpg
1714781746,54.9,/home/team13/Data-Gather/image_1714781746.jpg
1714781752,108.3,/home/team13/Data-Gather/image_1714781752.jpg
1714781758,138.6,/home/team13/Data-Gather/image_1714781758.jpg
1714781764,116.1,/home/team13/Data-Gather/image_1714781764.jpg
1714856100,4.2,/home/team13/Data-Gather/image_1714856100.jpg
1714856954,103.8,/home/team13/Data-Gather/image_1714856954.jpg
1714856962,103.0,/home/team13/Data-Gather/image_1714856962.jpg
1714856968,113.2,/home/team13/Data-Gather/image_1714856968.jpg
